Tên cảm biến,Giá trị,Thời gian
Humidity,42.96,2025-04-25 08:15:32
Illuminance,253,2025-04-25 08:15:32
AtmosphericPressure,1009.864,2025-04-25 08:15:32
Noise,66.32,2025-04-25 08:15:32
eTVOC,36,2025-04-25 08:15:32
eCO2,641,2025-04-25 08:15:32
DiscomfortIndex,81.52,2025-04-25 08:15:32
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:32
temperature,25.33,2025-04-25 08:15:33
Humidity,42.96,2025-04-25 08:15:33
Illuminance,253,2025-04-25 08:15:33
AtmosphericPressure,1009.864,2025-04-25 08:15:33
Noise,66.32,2025-04-25 08:15:33
eTVOC,36,2025-04-25 08:15:33
eCO2,641,2025-04-25 08:15:33
DiscomfortIndex,81.52,2025-04-25 08:15:33
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:33
temperature,25.33,2025-04-25 08:15:34
Humidity,42.96,2025-04-25 08:15:34
Illuminance,253,2025-04-25 08:15:34
AtmosphericPressure,1009.864,2025-04-25 08:15:34
Noise,66.32,2025-04-25 08:15:34
eTVOC,36,2025-04-25 08:15:34
eCO2,641,2025-04-25 08:15:34
DiscomfortIndex,81.52,2025-04-25 08:15:34
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:34
temperature,25.29,2025-04-25 08:15:35
Humidity,42.95,2025-04-25 08:15:35
Illuminance,251,2025-04-25 08:15:35
AtmosphericPressure,1009.86,2025-04-25 08:15:35
Noise,55.06,2025-04-25 08:15:35
eTVOC,36,2025-04-25 08:15:35
eCO2,641,2025-04-25 08:15:35
DiscomfortIndex,81.52,2025-04-25 08:15:35
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:35
temperature,25.29,2025-04-25 08:15:36
Humidity,42.95,2025-04-25 08:15:36
Illuminance,251,2025-04-25 08:15:36
AtmosphericPressure,1009.86,2025-04-25 08:15:36
Noise,55.06,2025-04-25 08:15:36
eTVOC,36,2025-04-25 08:15:36
eCO2,641,2025-04-25 08:15:36
DiscomfortIndex,81.52,2025-04-25 08:15:36
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:36
temperature,25.29,2025-04-25 08:15:37
Humidity,42.95,2025-04-25 08:15:37
Illuminance,251,2025-04-25 08:15:37
AtmosphericPressure,1009.86,2025-04-25 08:15:37
Noise,55.06,2025-04-25 08:15:37
eTVOC,36,2025-04-25 08:15:37
eCO2,641,2025-04-25 08:15:37
DiscomfortIndex,81.52,2025-04-25 08:15:37
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:37
temperature,25.33,2025-04-25 08:15:38
Humidity,42.84,2025-04-25 08:15:38
Illuminance,248,2025-04-25 08:15:38
AtmosphericPressure,1009.852,2025-04-25 08:15:38
Noise,53.58,2025-04-25 08:15:38
eTVOC,37,2025-04-25 08:15:38
eCO2,646,2025-04-25 08:15:38
DiscomfortIndex,81.51,2025-04-25 08:15:38
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:38
temperature,25.33,2025-04-25 08:15:39
Humidity,42.84,2025-04-25 08:15:39
Illuminance,248,2025-04-25 08:15:39
AtmosphericPressure,1009.852,2025-04-25 08:15:39
Noise,53.58,2025-04-25 08:15:39
eTVOC,37,2025-04-25 08:15:39
eCO2,646,2025-04-25 08:15:39
DiscomfortIndex,81.51,2025-04-25 08:15:39
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:39
temperature,25.33,2025-04-25 08:15:40
Humidity,42.84,2025-04-25 08:15:40
Illuminance,248,2025-04-25 08:15:40
AtmosphericPressure,1009.852,2025-04-25 08:15:40
Noise,53.58,2025-04-25 08:15:40
eTVOC,37,2025-04-25 08:15:40
eCO2,646,2025-04-25 08:15:40
DiscomfortIndex,81.51,2025-04-25 08:15:40
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:40
temperature,25.31,2025-04-25 08:15:41
Humidity,42.73,2025-04-25 08:15:41
Illuminance,248,2025-04-25 08:15:41
AtmosphericPressure,1009.86,2025-04-25 08:15:41
Noise,52.61,2025-04-25 08:15:41
eTVOC,39,2025-04-25 08:15:41
eCO2,656,2025-04-25 08:15:41
DiscomfortIndex,81.49,2025-04-25 08:15:41
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:41
temperature,25.31,2025-04-25 08:15:42
Humidity,42.73,2025-04-25 08:15:42
Illuminance,248,2025-04-25 08:15:42
AtmosphericPressure,1009.86,2025-04-25 08:15:42
Noise,52.61,2025-04-25 08:15:42
eTVOC,39,2025-04-25 08:15:42
eCO2,656,2025-04-25 08:15:42
DiscomfortIndex,81.49,2025-04-25 08:15:42
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:42
temperature,25.31,2025-04-25 08:15:43
Humidity,42.73,2025-04-25 08:15:43
Illuminance,248,2025-04-25 08:15:43
AtmosphericPressure,1009.86,2025-04-25 08:15:43
Noise,52.61,2025-04-25 08:15:43
eTVOC,39,2025-04-25 08:15:43
eCO2,656,2025-04-25 08:15:43
DiscomfortIndex,81.49,2025-04-25 08:15:43
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:43
temperature,25.33,2025-04-25 08:15:44
Humidity,42.56,2025-04-25 08:15:44
Illuminance,248,2025-04-25 08:15:44
AtmosphericPressure,1009.854,2025-04-25 08:15:44
Noise,51.68,2025-04-25 08:15:44
eTVOC,39,2025-04-25 08:15:44
eCO2,660,2025-04-25 08:15:44
DiscomfortIndex,81.48,2025-04-25 08:15:44
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:44
temperature,25.33,2025-04-25 08:15:45
Humidity,42.56,2025-04-25 08:15:45
Illuminance,248,2025-04-25 08:15:45
AtmosphericPressure,1009.854,2025-04-25 08:15:45
Noise,51.68,2025-04-25 08:15:45
eTVOC,39,2025-04-25 08:15:45
eCO2,660,2025-04-25 08:15:45
DiscomfortIndex,81.48,2025-04-25 08:15:45
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:45
temperature,25.33,2025-04-25 08:15:46
Humidity,42.56,2025-04-25 08:15:46
Illuminance,248,2025-04-25 08:15:46
AtmosphericPressure,1009.854,2025-04-25 08:15:46
Noise,51.68,2025-04-25 08:15:46
eTVOC,39,2025-04-25 08:15:46
eCO2,660,2025-04-25 08:15:46
DiscomfortIndex,81.48,2025-04-25 08:15:46
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:46
temperature,25.31,2025-04-25 08:15:47
Humidity,42.42,2025-04-25 08:15:47
Illuminance,248,2025-04-25 08:15:47
AtmosphericPressure,1009.848,2025-04-25 08:15:47
Noise,53.33,2025-04-25 08:15:47
eTVOC,37,2025-04-25 08:15:47
eCO2,646,2025-04-25 08:15:47
DiscomfortIndex,81.45,2025-04-25 08:15:47
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:47
temperature,25.31,2025-04-25 08:15:48
Humidity,42.42,2025-04-25 08:15:48
Illuminance,248,2025-04-25 08:15:48
AtmosphericPressure,1009.848,2025-04-25 08:15:48
Noise,53.33,2025-04-25 08:15:48
eTVOC,37,2025-04-25 08:15:48
eCO2,646,2025-04-25 08:15:48
DiscomfortIndex,81.45,2025-04-25 08:15:48
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:48
temperature,25.31,2025-04-25 08:15:49
Humidity,42.42,2025-04-25 08:15:49
Illuminance,248,2025-04-25 08:15:49
AtmosphericPressure,1009.848,2025-04-25 08:15:49
Noise,53.33,2025-04-25 08:15:49
eTVOC,37,2025-04-25 08:15:49
eCO2,646,2025-04-25 08:15:49
DiscomfortIndex,81.45,2025-04-25 08:15:49
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:49
temperature,25.33,2025-04-25 08:15:50
Humidity,42.29,2025-04-25 08:15:50
Illuminance,248,2025-04-25 08:15:50
AtmosphericPressure,1009.841,2025-04-25 08:15:50
Noise,53.21,2025-04-25 08:15:50
eTVOC,37,2025-04-25 08:15:50
eCO2,643,2025-04-25 08:15:50
DiscomfortIndex,81.45,2025-04-25 08:15:50
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:50
temperature,25.33,2025-04-25 08:15:51
Humidity,42.29,2025-04-25 08:15:51
Illuminance,248,2025-04-25 08:15:51
AtmosphericPressure,1009.841,2025-04-25 08:15:51
Noise,53.21,2025-04-25 08:15:51
eTVOC,37,2025-04-25 08:15:51
eCO2,643,2025-04-25 08:15:51
DiscomfortIndex,81.45,2025-04-25 08:15:51
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:51
temperature,25.33,2025-04-25 08:15:52
Humidity,42.29,2025-04-25 08:15:52
Illuminance,248,2025-04-25 08:15:52
AtmosphericPressure,1009.841,2025-04-25 08:15:52
Noise,53.21,2025-04-25 08:15:52
eTVOC,37,2025-04-25 08:15:52
eCO2,643,2025-04-25 08:15:52
DiscomfortIndex,81.45,2025-04-25 08:15:52
HeatstrokeRiskLevel,26.76,2025-04-25 08:15:52
temperature,25.27,2025-04-25 08:15:53
Humidity,42.4,2025-04-25 08:15:53
Illuminance,248,2025-04-25 08:15:53
AtmosphericPressure,1009.847,2025-04-25 08:15:53
Noise,57,2025-04-25 08:15:53
eTVOC,37,2025-04-25 08:15:53
eCO2,643,2025-04-25 08:15:53
DiscomfortIndex,81.41,2025-04-25 08:15:53
HeatstrokeRiskLevel,26.74,2025-04-25 08:15:53
temperature,25.27,2025-04-25 08:15:54
Humidity,42.4,2025-04-25 08:15:54
Illuminance,248,2025-04-25 08:15:54
AtmosphericPressure,1009.847,2025-04-25 08:15:54
Noise,57,2025-04-25 08:15:54
eTVOC,37,2025-04-25 08:15:54
eCO2,643,2025-04-25 08:15:54
DiscomfortIndex,81.41,2025-04-25 08:15:54
HeatstrokeRiskLevel,26.74,2025-04-25 08:15:54
temperature,25.27,2025-04-25 08:15:55
Humidity,42.4,2025-04-25 08:15:55
Illuminance,248,2025-04-25 08:15:55
AtmosphericPressure,1009.847,2025-04-25 08:15:55
Noise,57,2025-04-25 08:15:55
eTVOC,37,2025-04-25 08:15:55
eCO2,643,2025-04-25 08:15:55
DiscomfortIndex,81.41,2025-04-25 08:15:55
HeatstrokeRiskLevel,26.74,2025-04-25 08:15:55
temperature,25.24,2025-04-25 08:15:56
Humidity,42.39,2025-04-25 08:15:56
Illuminance,248,2025-04-25 08:15:56
AtmosphericPressure,1009.861,2025-04-25 08:15:56
Noise,53.23,2025-04-25 08:15:56
eTVOC,37,2025-04-25 08:15:56
eCO2,643,2025-04-25 08:15:56
DiscomfortIndex,81.41,2025-04-25 08:15:56
HeatstrokeRiskLevel,26.75,2025-04-25 08:15:56
temperature,25.24,2025-04-25 08:15:57
Humidity,42.39,2025-04-25 08:15:57
Illuminance,248,2025-04-25 08:15:57
AtmosphericPressure,1009.861,2025-04-25 08:15:57
Noise,53.23,2025-04-25 08:15:57
eTVOC,37,2025-04-25 08:15:57
eCO2,643,2025-04-25 08:15:57
DiscomfortIndex,81.41,2025-04-25 08:15:57
HeatstrokeRiskLevel,26.75,2025-04-25 08:15:57
temperature,25.24,2025-04-25 08:15:58
Humidity,42.39,2025-04-25 08:15:58
Illuminance,248,2025-04-25 08:15:58
AtmosphericPressure,1009.861,2025-04-25 08:15:58
Noise,53.23,2025-04-25 08:15:58
eTVOC,37,2025-04-25 08:15:58
eCO2,643,2025-04-25 08:15:58
DiscomfortIndex,81.41,2025-04-25 08:15:58
HeatstrokeRiskLevel,26.75,2025-04-25 08:15:58
temperature,25.25,2025-04-25 08:15:59
Humidity,42.4,2025-04-25 08:15:59
Illuminance,248,2025-04-25 08:15:59
AtmosphericPressure,1009.862,2025-04-25 08:15:59
Noise,54.3,2025-04-25 08:15:59
eTVOC,30,2025-04-25 08:15:59
eCO2,599,2025-04-25 08:15:59
DiscomfortIndex,81.41,2025-04-25 08:15:59
HeatstrokeRiskLevel,26.74,2025-04-25 08:15:59
temperature,25.25,2025-04-25 08:16:00
Humidity,42.4,2025-04-25 08:16:00
Illuminance,248,2025-04-25 08:16:00
AtmosphericPressure,1009.862,2025-04-25 08:16:00
Noise,54.3,2025-04-25 08:16:00
eTVOC,30,2025-04-25 08:16:00
eCO2,599,2025-04-25 08:16:00
DiscomfortIndex,81.41,2025-04-25 08:16:00
HeatstrokeRiskLevel,26.74,2025-04-25 08:16:00
temperature,25.25,2025-04-25 08:16:01
Humidity,42.4,2025-04-25 08:16:01
Illuminance,248,2025-04-25 08:16:01
AtmosphericPressure,1009.862,2025-04-25 08:16:01
Noise,54.3,2025-04-25 08:16:01
eTVOC,30,2025-04-25 08:16:01
eCO2,599,2025-04-25 08:16:01
DiscomfortIndex,81.41,2025-04-25 08:16:01
HeatstrokeRiskLevel,26.74,2025-04-25 08:16:01
temperature,25.24,2025-04-25 08:16:02
Humidity,42.48,2025-04-25 08:16:02
Illuminance,248,2025-04-25 08:16:02
AtmosphericPressure,1009.863,2025-04-25 08:16:02
Noise,53.27,2025-04-25 08:16:02
eTVOC,44,2025-04-25 08:16:02
eCO2,694,2025-04-25 08:16:02
DiscomfortIndex,81.4,2025-04-25 08:16:02
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:02
temperature,25.24,2025-04-25 08:16:03
Humidity,42.48,2025-04-25 08:16:03
Illuminance,248,2025-04-25 08:16:03
AtmosphericPressure,1009.863,2025-04-25 08:16:03
Noise,53.27,2025-04-25 08:16:03
eTVOC,44,2025-04-25 08:16:03
eCO2,694,2025-04-25 08:16:03
DiscomfortIndex,81.4,2025-04-25 08:16:03
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:03
temperature,25.24,2025-04-25 08:16:04
Humidity,42.48,2025-04-25 08:16:04
Illuminance,248,2025-04-25 08:16:04
AtmosphericPressure,1009.863,2025-04-25 08:16:04
Noise,53.27,2025-04-25 08:16:04
eTVOC,44,2025-04-25 08:16:04
eCO2,694,2025-04-25 08:16:04
DiscomfortIndex,81.4,2025-04-25 08:16:04
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:04
temperature,25.19,2025-04-25 08:16:05
Humidity,42.55,2025-04-25 08:16:05
Illuminance,248,2025-04-25 08:16:05
AtmosphericPressure,1009.857,2025-04-25 08:16:05
Noise,51.96,2025-04-25 08:16:05
eTVOC,34,2025-04-25 08:16:05
eCO2,626,2025-04-25 08:16:05
DiscomfortIndex,81.39,2025-04-25 08:16:05
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:05
temperature,25.19,2025-04-25 08:16:06
Humidity,42.55,2025-04-25 08:16:06
Illuminance,248,2025-04-25 08:16:06
AtmosphericPressure,1009.857,2025-04-25 08:16:06
Noise,51.96,2025-04-25 08:16:06
eTVOC,34,2025-04-25 08:16:06
eCO2,626,2025-04-25 08:16:06
DiscomfortIndex,81.39,2025-04-25 08:16:06
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:06
temperature,25.19,2025-04-25 08:16:07
Humidity,42.55,2025-04-25 08:16:07
Illuminance,248,2025-04-25 08:16:07
AtmosphericPressure,1009.857,2025-04-25 08:16:07
Noise,51.96,2025-04-25 08:16:07
eTVOC,34,2025-04-25 08:16:07
eCO2,626,2025-04-25 08:16:07
DiscomfortIndex,81.39,2025-04-25 08:16:07
HeatstrokeRiskLevel,26.72,2025-04-25 08:16:07
temperature,25.19,2025-04-25 08:16:08
Humidity,42.47,2025-04-25 08:16:08
Illuminance,248,2025-04-25 08:16:08
AtmosphericPressure,1009.846,2025-04-25 08:16:08
Noise,52.75,2025-04-25 08:16:08
eTVOC,34,2025-04-25 08:16:08
eCO2,626,2025-04-25 08:16:08
DiscomfortIndex,81.35,2025-04-25 08:16:08
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:08
temperature,25.19,2025-04-25 08:16:09
Humidity,42.47,2025-04-25 08:16:09
Illuminance,248,2025-04-25 08:16:09
AtmosphericPressure,1009.846,2025-04-25 08:16:09
Noise,52.75,2025-04-25 08:16:09
eTVOC,34,2025-04-25 08:16:09
eCO2,626,2025-04-25 08:16:09
DiscomfortIndex,81.35,2025-04-25 08:16:09
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:09
temperature,25.19,2025-04-25 08:16:10
Humidity,42.47,2025-04-25 08:16:10
Illuminance,248,2025-04-25 08:16:10
AtmosphericPressure,1009.846,2025-04-25 08:16:10
Noise,52.75,2025-04-25 08:16:10
eTVOC,34,2025-04-25 08:16:10
eCO2,626,2025-04-25 08:16:10
DiscomfortIndex,81.35,2025-04-25 08:16:10
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:10
temperature,25.15,2025-04-25 08:16:11
Humidity,42.47,2025-04-25 08:16:11
Illuminance,248,2025-04-25 08:16:11
AtmosphericPressure,1009.849,2025-04-25 08:16:11
Noise,53.78,2025-04-25 08:16:11
eTVOC,34,2025-04-25 08:16:11
eCO2,627,2025-04-25 08:16:11
DiscomfortIndex,81.36,2025-04-25 08:16:11
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:11
temperature,25.15,2025-04-25 08:16:12
Humidity,42.47,2025-04-25 08:16:12
Illuminance,248,2025-04-25 08:16:12
AtmosphericPressure,1009.849,2025-04-25 08:16:12
Noise,53.78,2025-04-25 08:16:12
eTVOC,34,2025-04-25 08:16:12
eCO2,627,2025-04-25 08:16:12
DiscomfortIndex,81.36,2025-04-25 08:16:12
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:12
temperature,25.15,2025-04-25 08:16:13
Humidity,42.47,2025-04-25 08:16:13
Illuminance,248,2025-04-25 08:16:13
AtmosphericPressure,1009.849,2025-04-25 08:16:13
Noise,53.78,2025-04-25 08:16:13
eTVOC,34,2025-04-25 08:16:13
eCO2,627,2025-04-25 08:16:13
DiscomfortIndex,81.36,2025-04-25 08:16:13
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:13
temperature,25.12,2025-04-25 08:16:14
Humidity,42.52,2025-04-25 08:16:14
Illuminance,248,2025-04-25 08:16:14
AtmosphericPressure,1009.848,2025-04-25 08:16:14
Noise,52.08,2025-04-25 08:16:14
eTVOC,35,2025-04-25 08:16:14
eCO2,633,2025-04-25 08:16:14
DiscomfortIndex,81.34,2025-04-25 08:16:14
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:14
temperature,25.12,2025-04-25 08:16:15
Humidity,42.52,2025-04-25 08:16:15
Illuminance,248,2025-04-25 08:16:15
AtmosphericPressure,1009.848,2025-04-25 08:16:15
Noise,52.08,2025-04-25 08:16:15
eTVOC,35,2025-04-25 08:16:15
eCO2,633,2025-04-25 08:16:15
DiscomfortIndex,81.34,2025-04-25 08:16:15
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:15
temperature,25.12,2025-04-25 08:16:16
Humidity,42.52,2025-04-25 08:16:16
Illuminance,248,2025-04-25 08:16:16
AtmosphericPressure,1009.848,2025-04-25 08:16:16
Noise,52.08,2025-04-25 08:16:16
eTVOC,35,2025-04-25 08:16:16
eCO2,633,2025-04-25 08:16:16
DiscomfortIndex,81.34,2025-04-25 08:16:16
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:16
temperature,25.12,2025-04-25 08:16:17
Humidity,42.52,2025-04-25 08:16:17
Illuminance,248,2025-04-25 08:16:17
AtmosphericPressure,1009.843,2025-04-25 08:16:17
Noise,54.28,2025-04-25 08:16:17
eTVOC,34,2025-04-25 08:16:17
eCO2,626,2025-04-25 08:16:17
DiscomfortIndex,81.36,2025-04-25 08:16:17
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:17
temperature,25.12,2025-04-25 08:16:18
Humidity,42.52,2025-04-25 08:16:18
Illuminance,248,2025-04-25 08:16:18
AtmosphericPressure,1009.843,2025-04-25 08:16:18
Noise,54.28,2025-04-25 08:16:18
eTVOC,34,2025-04-25 08:16:18
eCO2,626,2025-04-25 08:16:18
DiscomfortIndex,81.36,2025-04-25 08:16:18
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:18
temperature,25.12,2025-04-25 08:16:19
Humidity,42.52,2025-04-25 08:16:19
Illuminance,248,2025-04-25 08:16:19
AtmosphericPressure,1009.843,2025-04-25 08:16:19
Noise,54.28,2025-04-25 08:16:19
eTVOC,34,2025-04-25 08:16:19
eCO2,626,2025-04-25 08:16:19
DiscomfortIndex,81.36,2025-04-25 08:16:19
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:19
temperature,25.11,2025-04-25 08:16:20
Humidity,42.64,2025-04-25 08:16:20
Illuminance,248,2025-04-25 08:16:20
AtmosphericPressure,1009.846,2025-04-25 08:16:20
Noise,54.22,2025-04-25 08:16:20
eTVOC,33,2025-04-25 08:16:20
eCO2,623,2025-04-25 08:16:20
DiscomfortIndex,81.35,2025-04-25 08:16:20
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:20
temperature,25.11,2025-04-25 08:16:21
Humidity,42.64,2025-04-25 08:16:21
Illuminance,248,2025-04-25 08:16:21
AtmosphericPressure,1009.846,2025-04-25 08:16:21
Noise,54.22,2025-04-25 08:16:21
eTVOC,33,2025-04-25 08:16:21
eCO2,623,2025-04-25 08:16:21
DiscomfortIndex,81.35,2025-04-25 08:16:21
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:21
temperature,25.11,2025-04-25 08:16:22
Humidity,42.64,2025-04-25 08:16:22
Illuminance,248,2025-04-25 08:16:22
AtmosphericPressure,1009.846,2025-04-25 08:16:22
Noise,54.22,2025-04-25 08:16:22
eTVOC,33,2025-04-25 08:16:22
eCO2,623,2025-04-25 08:16:22
DiscomfortIndex,81.35,2025-04-25 08:16:22
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:22
temperature,25.11,2025-04-25 08:16:23
Humidity,42.7,2025-04-25 08:16:23
Illuminance,251,2025-04-25 08:16:23
AtmosphericPressure,1009.842,2025-04-25 08:16:23
Noise,53.13,2025-04-25 08:16:23
eTVOC,34,2025-04-25 08:16:23
eCO2,626,2025-04-25 08:16:23
DiscomfortIndex,81.37,2025-04-25 08:16:23
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:23
temperature,25.11,2025-04-25 08:16:24
Humidity,42.7,2025-04-25 08:16:24
Illuminance,251,2025-04-25 08:16:24
AtmosphericPressure,1009.842,2025-04-25 08:16:24
Noise,53.13,2025-04-25 08:16:24
eTVOC,34,2025-04-25 08:16:24
eCO2,626,2025-04-25 08:16:24
DiscomfortIndex,81.37,2025-04-25 08:16:24
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:24
temperature,25.11,2025-04-25 08:16:25
Humidity,42.7,2025-04-25 08:16:25
Illuminance,251,2025-04-25 08:16:25
AtmosphericPressure,1009.842,2025-04-25 08:16:25
Noise,53.13,2025-04-25 08:16:25
eTVOC,34,2025-04-25 08:16:25
eCO2,626,2025-04-25 08:16:25
DiscomfortIndex,81.37,2025-04-25 08:16:25
HeatstrokeRiskLevel,26.7,2025-04-25 08:16:25
temperature,25.06,2025-04-25 08:16:26
Humidity,42.79,2025-04-25 08:16:26
Illuminance,251,2025-04-25 08:16:26
AtmosphericPressure,1009.834,2025-04-25 08:16:26
Noise,51.08,2025-04-25 08:16:26
eTVOC,33,2025-04-25 08:16:26
eCO2,623,2025-04-25 08:16:26
DiscomfortIndex,81.37,2025-04-25 08:16:26
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:26
temperature,25.06,2025-04-25 08:16:27
Humidity,42.79,2025-04-25 08:16:27
Illuminance,251,2025-04-25 08:16:27
AtmosphericPressure,1009.834,2025-04-25 08:16:27
Noise,51.08,2025-04-25 08:16:27
eTVOC,33,2025-04-25 08:16:27
eCO2,623,2025-04-25 08:16:27
DiscomfortIndex,81.37,2025-04-25 08:16:27
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:27
temperature,25.06,2025-04-25 08:16:28
Humidity,42.79,2025-04-25 08:16:28
Illuminance,251,2025-04-25 08:16:28
AtmosphericPressure,1009.834,2025-04-25 08:16:28
Noise,51.08,2025-04-25 08:16:28
eTVOC,33,2025-04-25 08:16:28
eCO2,623,2025-04-25 08:16:28
DiscomfortIndex,81.37,2025-04-25 08:16:28
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:28
temperature,25.06,2025-04-25 08:16:29
Humidity,42.84,2025-04-25 08:16:29
Illuminance,251,2025-04-25 08:16:29
AtmosphericPressure,1009.821,2025-04-25 08:16:29
Noise,52.83,2025-04-25 08:16:29
eTVOC,34,2025-04-25 08:16:29
eCO2,624,2025-04-25 08:16:29
DiscomfortIndex,81.36,2025-04-25 08:16:29
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:29
temperature,25.06,2025-04-25 08:16:30
Humidity,42.84,2025-04-25 08:16:30
Illuminance,251,2025-04-25 08:16:30
AtmosphericPressure,1009.821,2025-04-25 08:16:30
Noise,52.83,2025-04-25 08:16:30
eTVOC,34,2025-04-25 08:16:30
eCO2,624,2025-04-25 08:16:30
DiscomfortIndex,81.36,2025-04-25 08:16:30
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:30
temperature,25.06,2025-04-25 08:16:31
Humidity,42.84,2025-04-25 08:16:31
Illuminance,251,2025-04-25 08:16:31
AtmosphericPressure,1009.821,2025-04-25 08:16:31
Noise,52.83,2025-04-25 08:16:31
eTVOC,34,2025-04-25 08:16:31
eCO2,624,2025-04-25 08:16:31
DiscomfortIndex,81.36,2025-04-25 08:16:31
HeatstrokeRiskLevel,26.69,2025-04-25 08:16:31
temperature,25.05,2025-04-25 08:16:32
Humidity,42.8,2025-04-25 08:16:32
Illuminance,251,2025-04-25 08:16:32
AtmosphericPressure,1009.817,2025-04-25 08:16:32
Noise,51.51,2025-04-25 08:16:32
eTVOC,34,2025-04-25 08:16:32
eCO2,626,2025-04-25 08:16:32
DiscomfortIndex,81.33,2025-04-25 08:16:32
HeatstrokeRiskLevel,26.67,2025-04-25 08:16:32
temperature,25.05,2025-04-25 08:16:33
Humidity,42.8,2025-04-25 08:16:33
Illuminance,251,2025-04-25 08:16:33
AtmosphericPressure,1009.817,2025-04-25 08:16:33
Noise,51.51,2025-04-25 08:16:33
eTVOC,34,2025-04-25 08:16:33
eCO2,626,2025-04-25 08:16:33
DiscomfortIndex,81.33,2025-04-25 08:16:33
HeatstrokeRiskLevel,26.67,2025-04-25 08:16:33
temperature,25.05,2025-04-25 08:16:34
Humidity,42.8,2025-04-25 08:16:34
Illuminance,251,2025-04-25 08:16:34
AtmosphericPressure,1009.817,2025-04-25 08:16:34
Noise,51.51,2025-04-25 08:16:34
eTVOC,34,2025-04-25 08:16:34
eCO2,626,2025-04-25 08:16:34
DiscomfortIndex,81.33,2025-04-25 08:16:34
HeatstrokeRiskLevel,26.67,2025-04-25 08:16:34
temperature,25.01,2025-04-25 08:16:35
Humidity,42.84,2025-04-25 08:16:35
Illuminance,251,2025-04-25 08:16:35
AtmosphericPressure,1009.815,2025-04-25 08:16:35
Noise,52.81,2025-04-25 08:16:35
eTVOC,34,2025-04-25 08:16:35
eCO2,624,2025-04-25 08:16:35
DiscomfortIndex,81.31,2025-04-25 08:16:35
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:35
temperature,25.01,2025-04-25 08:16:36
Humidity,42.84,2025-04-25 08:16:36
Illuminance,251,2025-04-25 08:16:36
AtmosphericPressure,1009.815,2025-04-25 08:16:36
Noise,52.81,2025-04-25 08:16:36
eTVOC,34,2025-04-25 08:16:36
eCO2,624,2025-04-25 08:16:36
DiscomfortIndex,81.31,2025-04-25 08:16:36
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:36
temperature,25.01,2025-04-25 08:16:37
Humidity,42.84,2025-04-25 08:16:37
Illuminance,251,2025-04-25 08:16:37
AtmosphericPressure,1009.815,2025-04-25 08:16:37
Noise,52.81,2025-04-25 08:16:37
eTVOC,34,2025-04-25 08:16:37
eCO2,624,2025-04-25 08:16:37
DiscomfortIndex,81.31,2025-04-25 08:16:37
HeatstrokeRiskLevel,26.66,2025-04-25 08:16:37
